geoid,geographic_area_name,estimated_population,Margin of Error!!Total
250173506004,"Block Group 4, Census Tract 3506, Middlesex County, Massachusetts",1420,270
250173507001,"Block Group 1, Census Tract 3507, Middlesex County, Massachusetts",1045,258
250173507002,"Block Group 2, Census Tract 3507, Middlesex County, Massachusetts",1002,552
250173507003,"Block Group 3, Census Tract 3507, Middlesex County, Massachusetts",866,203
250173507004,"Block Group 4, Census Tract 3507, Middlesex County, Massachusetts",1411,365
250173507005,"Block Group 5, Census Tract 3507, Middlesex County, Massachusetts",952,236
250173507006,"Block Group 6, Census Tract 3507, Middlesex County, Massachusetts",573,180
250173508001,"Block Group 1, Census Tract 3508, Middlesex County, Massachusetts",1147,154
250173508002,"Block Group 2, Census Tract 3508, Middlesex County, Massachusetts",943,141
250173509001,"Block Group 1, Census Tract 3509, Middlesex County, Massachusetts",1023,261
250173509002,"Block Group 2, Census Tract 3509, Middlesex County, Massachusetts",1333,228
250173509003,"Block Group 3, Census Tract 3509, Middlesex County, Massachusetts",1364,246
250173510001,"Block Group 1, Census Tract 3510, Middlesex County, Massachusetts",1049,289
250173510002,"Block Group 2, Census Tract 3510, Middlesex County, Massachusetts",787,309
250173510003,"Block Group 3, Census Tract 3510, Middlesex County, Massachusetts",475,279
250173510004,"Block Group 4, Census Tract 3510, Middlesex County, Massachusetts",1931,425
250173510005,"Block Group 5, Census Tract 3510, Middlesex County, Massachusetts",1280,407
250173510006,"Block Group 6, Census Tract 3510, Middlesex County, Massachusetts",1265,317
250173511001,"Block Group 1, Census Tract 3511, Middlesex County, Massachusetts",1833,397
250173511002,"Block Group 2, Census Tract 3511, Middlesex County, Massachusetts",637,201
250173511003,"Block Group 3, Census Tract 3511, Middlesex County, Massachusetts",896,195
250173511004,"Block Group 4, Census Tract 3511, Middlesex County, Massachusetts",600,145
250173511005,"Block Group 5, Census Tract 3511, Middlesex County, Massachusetts",1724,428
250173512031,"Block Group 1, Census Tract 3512.03, Middlesex County, Massachusetts",1135,244
250173512032,"Block Group 2, Census Tract 3512.03, Middlesex County, Massachusetts",1083,165
250173512033,"Block Group 3, Census Tract 3512.03, Middlesex County, Massachusetts",1052,194
250173512034,"Block Group 4, Census Tract 3512.03, Middlesex County, Massachusetts",1187,256
250173512041,"Block Group 1, Census Tract 3512.04, Middlesex County, Massachusetts",1448,308
250173512042,"Block Group 2, Census Tract 3512.04, Middlesex County, Massachusetts",1886,501
250173512043,"Block Group 3, Census Tract 3512.04, Middlesex County, Massachusetts",1377,237
250173513001,"Block Group 1, Census Tract 3513, Middlesex County, Massachusetts",1734,431
250173513002,"Block Group 2, Census Tract 3513, Middlesex County, Massachusetts",1621,460
250173513003,"Block Group 3, Census Tract 3513, Middlesex County, Massachusetts",816,245
250173514031,"Block Group 1, Census Tract 3514.03, Middlesex County, Massachusetts",1075,541
250173514032,"Block Group 2, Census Tract 3514.03, Middlesex County, Massachusetts",637,215
250173514033,"Block Group 3, Census Tract 3514.03, Middlesex County, Massachusetts",784,262
250173514034,"Block Group 4, Census Tract 3514.03, Middlesex County, Massachusetts",1437,338
250173514035,"Block Group 5, Census Tract 3514.03, Middlesex County, Massachusetts",841,648
250173514041,"Block Group 1, Census Tract 3514.04, Middlesex County, Massachusetts",774,227
250173514042,"Block Group 2, Census Tract 3514.04, Middlesex County, Massachusetts",1333,440
250173514043,"Block Group 3, Census Tract 3514.04, Middlesex County, Massachusetts",1218,434
250173514044,"Block Group 4, Census Tract 3514.04, Middlesex County, Massachusetts",466,213
250173515001,"Block Group 1, Census Tract 3515, Middlesex County, Massachusetts",504,131
250173515002,"Block Group 2, Census Tract 3515, Middlesex County, Massachusetts",1809,289
250173521011,"Block Group 1, Census Tract 3521.01, Middlesex County, Massachusetts",861,216
250173521012,"Block Group 2, Census Tract 3521.01, Middlesex County, Massachusetts",1808,240
250173521021,"Block Group 1, Census Tract 3521.02, Middlesex County, Massachusetts",1285,254
250173521022,"Block Group 2, Census Tract 3521.02, Middlesex County, Massachusetts",1204,188
250173522001,"Block Group 1, Census Tract 3522, Middlesex County, Massachusetts",1762,189
250173523001,"Block Group 1, Census Tract 3523, Middlesex County, Massachusetts",2589,354
250173523002,"Block Group 2, Census Tract 3523, Middlesex County, Massachusetts",2136,291
250173524001,"Block Group 1, Census Tract 3524, Middlesex County, Massachusetts",291,76
250173524002,"Block Group 2, Census Tract 3524, Middlesex County, Massachusetts",1795,182
250173525001,"Block Group 1, Census Tract 3525, Middlesex County, Massachusetts",1021,219
250173525002,"Block Group 2, Census Tract 3525, Middlesex County, Massachusetts",1843,245
250173526001,"Block Group 1, Census Tract 3526, Middlesex County, Massachusetts",1455,303
250173526002,"Block Group 2, Census Tract 3526, Middlesex County, Massachusetts",1438,260
250173527001,"Block Group 1, Census Tract 3527, Middlesex County, Massachusetts",815,239
250173527002,"Block Group 2, Census Tract 3527, Middlesex County, Massachusetts",1046,155
250173527003,"Block Group 3, Census Tract 3527, Middlesex County, Massachusetts",389,138
250173528001,"Block Group 1, Census Tract 3528, Middlesex County, Massachusetts",365,113
250173528002,"Block Group 2, Census Tract 3528, Middlesex County, Massachusetts",1967,200
250173529001,"Block Group 1, Census Tract 3529, Middlesex County, Massachusetts",1012,271
250173529002,"Block Group 2, Census Tract 3529, Middlesex County, Massachusetts",1904,249
250173530001,"Block Group 1, Census Tract 3530, Middlesex County, Massachusetts",25,30
250173530002,"Block Group 2, Census Tract 3530, Middlesex County, Massachusetts",344,146
250173530003,"Block Group 3, Census Tract 3530, Middlesex County, Massachusetts",1065,237
250173530004,"Block Group 4, Census Tract 3530, Middlesex County, Massachusetts",2369,304
250173531011,"Block Group 1, Census Tract 3531.01, Middlesex County, Massachusetts",1377,155
250173531012,"Block Group 2, Census Tract 3531.01, Middlesex County, Massachusetts",1270,249
250173531021,"Block Group 1, Census Tract 3531.02, Middlesex County, Massachusetts",2199,392
250173531022,"Block Group 2, Census Tract 3531.02, Middlesex County, Massachusetts",1332,224
250173531023,"Block Group 3, Census Tract 3531.02, Middlesex County, Massachusetts",1357,217
250173532001,"Block Group 1, Census Tract 3532, Middlesex County, Massachusetts",2638,412
250173532002,"Block Group 2, Census Tract 3532, Middlesex County, Massachusetts",1345,212
250173532003,"Block Group 3, Census Tract 3532, Middlesex County, Massachusetts",1236,243
250173533001,"Block Group 1, Census Tract 3533, Middlesex County, Massachusetts",1319,302
250173533002,"Block Group 2, Census Tract 3533, Middlesex County, Massachusetts",1949,302
250173533003,"Block Group 3, Census Tract 3533, Middlesex County, Massachusetts",1184,176
250173534001,"Block Group 1, Census Tract 3534, Middlesex County, Massachusetts",1360,376
250173534002,"Block Group 2, Census Tract 3534, Middlesex County, Massachusetts",1820,435
250173535001,"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",1132,171
250173535002,"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",1665,223
250173536001,"Block Group 1, Census Tract 3536, Middlesex County, Massachusetts",733,218
250173536002,"Block Group 2, Census Tract 3536, Middlesex County, Massachusetts",904,217
250173536003,"Block Group 3, Census Tract 3536, Middlesex County, Massachusetts",731,205
250173536004,"Block Group 4, Census Tract 3536, Middlesex County, Massachusetts",552,161
250173536005,"Block Group 5, Census Tract 3536, Middlesex County, Massachusetts",1937,220
250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",1061,167
250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",1221,202
250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",1560,202
250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",1296,419
250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",720,147
250173538001,"Block Group 1, Census Tract 3538, Middlesex County, Massachusetts",972,207
250173538002,"Block Group 2, Census Tract 3538, Middlesex County, Massachusetts",930,235
250173538003,"Block Group 3, Census Tract 3538, Middlesex County, Massachusetts",1961,331
250173538004,"Block Group 4, Census Tract 3538, Middlesex County, Massachusetts",664,169
250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",2187,338
250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",1709,285
250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",2143,491
250173540001,"Block Group 1, Census Tract 3540, Middlesex County, Massachusetts",846,181
250173540002,"Block Group 2, Census Tract 3540, Middlesex County, Massachusetts",2295,380
250173540003,"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",1273,195
250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",372,119
250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",548,139
250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",1118,217
250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",883,223
250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",1357,249
250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",1054,218
250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",808,202
250173543001,"Block Group 1, Census Tract 3543, Middlesex County, Massachusetts",1514,242
250173543002,"Block Group 2, Census Tract 3543, Middlesex County, Massachusetts",817,167
250173543003,"Block Group 3, Census Tract 3543, Middlesex County, Massachusetts",1144,191
250173544001,"Block Group 1, Census Tract 3544, Middlesex County, Massachusetts",811,105
250173544002,"Block Group 2, Census Tract 3544, Middlesex County, Massachusetts",921,131
250173545001,"Block Group 1, Census Tract 3545, Middlesex County, Massachusetts",1149,270
250173545002,"Block Group 2, Census Tract 3545, Middlesex County, Massachusetts",1316,243
250173545003,"Block Group 3, Census Tract 3545, Middlesex County, Massachusetts",470,125
250173546001,"Block Group 1, Census Tract 3546, Middlesex County, Massachusetts",2389,380
250173546002,"Block Group 2, Census Tract 3546, Middlesex County, Massachusetts",726,225
250173546003,"Block Group 3, Census Tract 3546, Middlesex County, Massachusetts",1257,489
250173546004,"Block Group 4, Census Tract 3546, Middlesex County, Massachusetts",1761,381
250173547001,"Block Group 1, Census Tract 3547, Middlesex County, Massachusetts",1471,297
250173547002,"Block Group 2, Census Tract 3547, Middlesex County, Massachusetts",1383,222
250173548001,"Block Group 1, Census Tract 3548, Middlesex County, Massachusetts",1020,146
250173548002,"Block Group 2, Census Tract 3548, Middlesex County, Massachusetts",1486,177
250173549001,"Block Group 1, Census Tract 3549, Middlesex County, Massachusetts",1167,312
250173549002,"Block Group 2, Census Tract 3549, Middlesex County, Massachusetts",3603,614
250173549003,"Block Group 3, Census Tract 3549, Middlesex County, Massachusetts",3299,470
250173550001,"Block Group 1, Census Tract 3550, Middlesex County, Massachusetts",1091,211
250173550002,"Block Group 2, Census Tract 3550, Middlesex County, Massachusetts",1288,260
250173550003,"Block Group 3, Census Tract 3550, Middlesex County, Massachusetts",742,195
250173561001,"Block Group 1, Census Tract 3561, Middlesex County, Massachusetts",689,184
250173561002,"Block Group 2, Census Tract 3561, Middlesex County, Massachusetts",1691,232
250173561003,"Block Group 3, Census Tract 3561, Middlesex County, Massachusetts",882,195
250173563001,"Block Group 1, Census Tract 3563, Middlesex County, Massachusetts",873,203
250173563002,"Block Group 2, Census Tract 3563, Middlesex County, Massachusetts",1193,292
250173563003,"Block Group 3, Census Tract 3563, Middlesex County, Massachusetts",564,205
250173563004,"Block Group 4, Census Tract 3563, Middlesex County, Massachusetts",703,210
250173563005,"Block Group 5, Census Tract 3563, Middlesex County, Massachusetts",924,250
250173563006,"Block Group 6, Census Tract 3563, Middlesex County, Massachusetts",1098,350
250173564001,"Block Group 1, Census Tract 3564, Middlesex County, Massachusetts",726,205
250173564002,"Block Group 2, Census Tract 3564, Middlesex County, Massachusetts",1383,269
250173564003,"Block Group 3, Census Tract 3564, Middlesex County, Massachusetts",990,257
250173564004,"Block Group 4, Census Tract 3564, Middlesex County, Massachusetts",765,218
250173564005,"Block Group 5, Census Tract 3564, Middlesex County, Massachusetts",549,248
250173564006,"Block Group 6, Census Tract 3564, Middlesex County, Massachusetts",1257,329
250173564007,"Block Group 7, Census Tract 3564, Middlesex County, Massachusetts",670,213
250173564008,"Block Group 8, Census Tract 3564, Middlesex County, Massachusetts",1451,278
250173565001,"Block Group 1, Census Tract 3565, Middlesex County, Massachusetts",1261,342
250173565002,"Block Group 2, Census Tract 3565, Middlesex County, Massachusetts",1262,294
250173565003,"Block Group 3, Census Tract 3565, Middlesex County, Massachusetts",2236,393
250173565004,"Block Group 4, Census Tract 3565, Middlesex County, Massachusetts",771,264
250173565005,"Block Group 5, Census Tract 3565, Middlesex County, Massachusetts",1012,190
250173565006,"Block Group 6, Census Tract 3565, Middlesex County, Massachusetts",779,311
250173566011,"Block Group 1, Census Tract 3566.01, Middlesex County, Massachusetts",1905,258
250173566012,"Block Group 2, Census Tract 3566.01, Middlesex County, Massachusetts",1198,242
250173566013,"Block Group 3, Census Tract 3566.01, Middlesex County, Massachusetts",643,159
250173566014,"Block Group 4, Census Tract 3566.01, Middlesex County, Massachusetts",864,198
250173566021,"Block Group 1, Census Tract 3566.02, Middlesex County, Massachusetts",1771,254
